"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Conservation","Invasive"
"https://id.biodiversity.org.au/node/apni/2895205","Lomandra longifolia","Labill.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Spiny-headed Mat-rush","42021","",""
"https://id.biodiversity.org.au/node/apni/2916956","Microlaena stipoides","(Labill.) R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Microlaena","Rice Grass","39538","",""
"https://id.biodiversity.org.au/taxon/apni/51291519","Themeda triandra","Forssk.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Themeda","Kangaroo Grass","33457","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/8008245","Lantana camara","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Verbenaceae","Lantana","Common Lantana","33210","","Weeds of National Significance (WoNS) as at Feb. 2013 | WA State Notifiable Pests"
"https://id.biodiversity.org.au/node/apni/2907368","Hypochaeris radicata","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Hypochaeris","Dandelion","31419","",""
"https://id.biodiversity.org.au/node/apni/2886431","Entolasia stricta","(R.Br.) Hughes","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Entolasia","Wiry Panic","30352","",""
"https://id.biodiversity.org.au/node/apni/2886410","Dichondra repens","J.R.Forst. & G.Forst.","species","Plantae","Charophyta","Equisetopsida","Solanales","Convolvulaceae","Dichondra","Creeping Dichondra","30089","",""
"https://id.biodiversity.org.au/node/apni/2892346","Cheilanthes sieberi","Kunze","species","Plantae","Charophyta","Equisetopsida",,"Pteridaceae","Cheilanthes","Mulga Fern","29923","",""
"https://id.biodiversity.org.au/taxon/apni/51249803","Pteridium esculentum","(G.Forst.) Cockayne","species","Plantae","Charophyta","Equisetopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Manehu","29250","",""
"https://id.biodiversity.org.au/taxon/apni/51300057","Dianella caerulea","Sims","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Dianella","Blue Flax-lily","27803","",""
"https://id.biodiversity.org.au/node/apni/2888627","Lomandra filiformis","(Thunb.) Britten","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Wattle Mat-rush","27698","",""
"https://id.biodiversity.org.au/node/apni/2904150","Cryptostegia grandiflora","R.Br.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Cryptostegia","Rubbervine","27183","","Weeds of National Significance (WoNS) as at Feb. 2013"
"https://id.biodiversity.org.au/node/apni/2892583","Glycine clandestina","J.C.Wendl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Glycine","Twining Glycine","26279","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2887715","Austrostipa scabra","(Lindl.) S.W.L.Jacobs & J.Everett","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Austrostipa","Needle Grass","25651","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2889372","Lomandra multiflora","(R.Br.) Britten","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Lomandra","Many-flowered Mat-rush","24977","",""
"https://id.biodiversity.org.au/node/apni/2894269","Oxalis perennans","Haw.","species","Plantae","Charophyta","Equisetopsida","Oxalidales","Oxalidaceae","Oxalis",,"23934","",""
"https://id.biodiversity.org.au/node/apni/4346879","Einadia nutans","(R.Br.) A.J.Scott","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Einadia","Climbing Saltbush","23720","",""
"https://id.biodiversity.org.au/taxon/apni/51268348","Cirsium vulgare","(Savi) Ten.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cirsium","Spear Thistle","23365","",""
"https://id.biodiversity.org.au/node/apni/2899453","Lepidosperma laterale","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Lepidosperma","Variable Sword-sedge","23035","",""
"https://id.biodiversity.org.au/node/apni/2901323","Poa sieberiana","Spreng.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Poa","Snow Grass","22913","",""
"https://id.biodiversity.org.au/taxon/apni/51270988","Callitris glaucophylla","Joy Thomps. & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Pinales","Cupressaceae","Callitris","White Cypress","22565","",""
"https://id.biodiversity.org.au/node/apni/2920993","Imperata cylindrica","(L.) P.Beauv.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Imperata","Blady Grass","21380","",""
"https://id.biodiversity.org.au/node/apni/7770909","Oplismenus hirtellus","(L.) P.Beauv.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Oplismenus","Australian Basket-grass","21214","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2895772","Sonchus oleraceus","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Sonchus","Sow Thistle","20861","",""
"https://id.biodiversity.org.au/node/apni/2894403","Hardenbergia violacea","(Schneev.) Stearn","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Hardenbergia","Sarsaparilla","20512","Tasmania : Conservation Status | Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2892197","Eucalyptus crebra","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Ironbark","19500","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2887455","Lobelia purpurascens","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Lobelia","White Root","19066","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51290068","Eucalyptus tereticornis","Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Red Irongum","18827","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2910579","Chromolaena odorata","(L.) R.M.King & H.Rob.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Chromolaena","Siam Weed","18804","",""
"https://id.biodiversity.org.au/node/apni/2914400","Cymbopogon refractus","(R.Br.) A.Camus","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cymbopogon","Barb-wire Grass","18760","",""
"https://id.biodiversity.org.au/node/apni/2915319","Cynodon dactylon","(L.) Pers.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cynodon","Star Grass","17835","",""
"https://id.biodiversity.org.au/taxon/apni/51285791","Glycine tabacina","(Labill.) Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Glycine","Variable Glycine","17610","South Australia : Conservation Status | Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/taxon/apni/51266490","Alternanthera denticulata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Amaranthaceae","Alternanthera","Lesser Joyweed","17543","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/7743730","Bursaria spinosa","Cav.","species","Plantae","Charophyta","Equisetopsida","Apiales","Pittosporaceae","Bursaria","Prickly Pine","17540","",""
"https://id.biodiversity.org.au/node/apni/2898881","Breynia oblongifolia","(Müll.Arg.) Müll.Arg.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Breynia","Coffee Bush","17229","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2907962","Allocasuarina littoralis","(Salisb.) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina","Bull Oak","17210","",""
"https://id.biodiversity.org.au/node/apni/2890800","Rumex brownii","Campd.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Polygonaceae","Rumex","Swamp Dock","16684","",""
"https://id.biodiversity.org.au/node/apni/2899343","Plantago lanceolata","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Plantago","Plantain","16630","",""
"https://id.biodiversity.org.au/taxon/apni/51287560","Dianella revoluta","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Dianella","Black-anther Flax-lily","16611","",""
"https://id.biodiversity.org.au/node/apni/2912712","Persoonia linearis","Andrews","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Persoonia","Narrow Leaved Geebung","16500","",""
"https://id.biodiversity.org.au/node/apni/2921040","Eucalyptus camaldulensis","Dehnh.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Flooded Gum","16343","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2908770","Eustrephus latifolius","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Asparagaceae","Eustrephus","Wombat Berry","16273","",""
"https://id.biodiversity.org.au/node/apni/2916127","Angophora floribunda","(Sm.) Sweet","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Angophora","Apple","16206","Queensland : Conservation Status | Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2914044","Pimelea linifolia","Sm.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea","Rice Flower","16149","",""
"https://id.biodiversity.org.au/node/apni/2921221","Aristida ramosa","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Aristida","Purple Wiregrass","15868","",""
"https://id.biodiversity.org.au/taxon/apni/51269199","Pandorea pandorana","(Andrews) Steenis","species","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Pandorea","Wonga Vine","15760","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2894680","Carex inversa","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Carex","Knob Sedge","15758","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2898576","Allocasuarina torulosa","(Aiton) L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Fagales","Casuarinaceae","Allocasuarina","Bakers Oak","15718","",""
"https://id.biodiversity.org.au/node/apni/2903998","Halophila ovalis","(R.Br.) Hook.f.","species","Plantae","Charophyta","Equisetopsida","Alismatales","Hydrocharitaceae","Halophila","Sea Wrack","15428","",""
"https://id.biodiversity.org.au/node/apni/2910137","Billardiera scandens","Sm.","species","Plantae","Charophyta","Equisetopsida","Apiales","Pittosporaceae","Billardiera","Hairy Apple Berry","15363","South Australia : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2904297","Pittosporum undulatum","Vent.","species","Plantae","Charophyta","Equisetopsida","Apiales","Pittosporaceae","Pittosporum","Snowdrop Tree (lord Howe)","15350","",""
"https://id.biodiversity.org.au/node/apni/7873835","Dodonaea viscosa","Jacq.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Dodonaea","Ake","15243","",""
"https://id.biodiversity.org.au/node/apni/7387836","Geranium solanderi","Carolin","species","Plantae","Charophyta","Equisetopsida","Geraniales","Geraniaceae","Geranium","Matua-kūmara","15187","",""
"https://id.biodiversity.org.au/node/apni/2903107","Senecio madagascariensis","Poir.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","Fireweed","15119","","Weeds of National Significance (WoNS) as at Feb. 2013"
"https://id.biodiversity.org.au/node/apni/2895049","Corymbia gummifera","(Gaertn.) K.D.Hill & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Corymbia","Red Bloodwood","15006","Queensland : Conservation Status | Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2899921","Avicennia marina","(Forssk.) Vierh.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Avicennia","Grey Mangrove","14893","",""
"https://id.biodiversity.org.au/node/apni/2900607","Pomax umbellata","(Gaertn.) Sol. ex A.Rich.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Rubiaceae","Pomax","Pomax","14559","",""
"https://id.biodiversity.org.au/node/apni/2903565","Hibbertia obtusifolia","DC.","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia","Hoary Guinea-flower","14193","Tasmania : Conservation Status | Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2892190","Tetratheca juncea","Sm.","species","Plantae","Charophyta","Equisetopsida","Oxalidales","Elaeocarpaceae","Tetratheca","Black-eyed Susan","14148","EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51268161","Chrysocephalum apiculatum","(Labill.) Steetz","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Chrysocephalum","Common Everlasting","14101","",""
"https://id.biodiversity.org.au/node/apni/2909241","Gonocarpus tetragynus","Labill.","species","Plantae","Charophyta","Equisetopsida","Saxifragales","Haloragaceae","Gonocarpus","Common Raspwort","14039","",""
"https://id.biodiversity.org.au/node/apni/2898015","Hydrocotyle laxiflora","DC.","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Hydrocotyle","Stinking Pennywort","13972","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2887781","Geitonoplesium cymosum","(R.Br.) A.Cunn. ex R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Hemerocallidaceae","Geitonoplesium","Scrambling Lily","13944","",""
"https://id.biodiversity.org.au/node/apni/2900963","Syncarpia glomulifera","(Sm.) Nied.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Syncarpia","Turpentine","13885","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/5294597","Eucalyptus melliodora","A.Cunn. ex Schauer","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Honey Box","13745","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2909048","Leptospermum polygalifolium","Salisb.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Leptospermum",,"13629","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2902974","Smilax australis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Liliales","Smilacaceae","Smilax","Austral Sarsaparilla","13588","",""
"https://id.biodiversity.org.au/node/apni/6986247","Erigeron bonariensis","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Erigeron","Flax-leaved Fleabane","13433","",""
"https://id.biodiversity.org.au/taxon/apni/51267518","Bidens pilosa","L.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Bidens","Kamu (seeds)","13394","",""
"https://id.biodiversity.org.au/node/apni/2889451","Echium plantagineum","L.","species","Plantae","Charophyta","Equisetopsida",,"Boraginaceae","Echium","Paterson's Curse","13373","","WA State Notifiable Pests"
"https://id.biodiversity.org.au/node/apni/7931274","Banksia spinulosa","Sm.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Golden Candlesticks","13337","",""
"https://id.biodiversity.org.au/node/apni/2902385","Arthraxon hispidus","(Thunb.) Makino","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Arthraxon","Hairy Jointgrass","13267","Queensland : Conservation Status | EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2887077","Angophora costata","(Gaertn.) Britten","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Angophora","Sugar Gum","13123","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2895863","Goodenia hederacea","Sm.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia","Ivy Goodenia","13122","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2888539","Hypericum gramineum","G.Forst.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Hypericaceae","Hypericum","Small St. John's Wort","13054","",""
"https://id.biodiversity.org.au/taxon/apni/51286955","Acacia longifolia","(Andrews) Willd.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Golden Wattle","13053","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2911261","Aristida vagans","Cav.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Aristida","Threeawn Speargrass","12816","",""
"https://id.biodiversity.org.au/node/apni/2912741","Solanum nigrum","L.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","Nightshade","12764","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2888864","Paspalum dilatatum","Poir.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Paspalum","Paspalum","12749","",""
"https://id.biodiversity.org.au/node/apni/2909263","Zostera muelleri","Irmisch ex Asch.","species","Plantae","Charophyta","Equisetopsida","Alismatales","Zosteraceae","Zostera","Eelgrass","12580","",""
"https://id.biodiversity.org.au/node/apni/2899618","Parsonsia straminea","(R.Br.) F.Muell.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Parsonsia","Common Silkpod","12537","",""
"https://id.biodiversity.org.au/taxon/apni/51291824","Lysimachia arvensis","(L.) U.Manns & Anderb.","species","Plantae","Charophyta","Equisetopsida","Ericales","Primulaceae","Lysimachia",,"12039","",""
"https://id.biodiversity.org.au/node/apni/2908252","Leptospermum trinervium","(Sm.) Joy Thomps.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Leptospermum","Paperbark Teatree","12038","Queensland : Conservation Status | Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2894353","Glochidion ferdinandi","(Müll.Arg.) F.M.Bailey","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Glochidion","Pencil Cedar","12026","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2914034","Corymbia maculata","(Hook.) K.D.Hill & L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Corymbia","Spotted Gum","11822","Queensland : Conservation Status | Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/5381276","Halodule uninervis","(Forssk.) Asch.","species","Plantae","Charophyta","Equisetopsida","Alismatales","Cymodoceaceae","Halodule","Seagrass","11798","",""
"https://id.biodiversity.org.au/node/apni/2889225","Paspalidium jubiflorum","(Trin.) Hughes","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Paspalidium","Warrego Grass","11742","",""
"https://id.biodiversity.org.au/node/apni/2909922","Sida rhombifolia","L.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Sida","Big Jack","11716","",""
"https://id.biodiversity.org.au/node/apni/2896580","Eucalyptus punctata","DC.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Grey Gum","11703","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2914510","Eucalyptus blakelyi","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Blakely's Red Gum","11584","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2899127","Eucalyptus pilularis","Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Blackbutt","11445","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2907350","Acacia ulicifolia","(Salisb.) Court","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Juniper Wattle","11429","Tasmania : Conservation Status | Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/taxon/apni/51290410","Eucalyptus macrorhyncha","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Capertee Stringybark","11414","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2907549","Panicum effusum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Panicum","Hairy Panic","11323","",""
"https://id.biodiversity.org.au/node/apni/8448506","Sclerolaena muricata","(Moq.) Domin","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Sclerolaena","Black Roly-poly","11316","",""
"https://id.biodiversity.org.au/node/apni/2902305","Maundia triglochinoides","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Alismatales","Juncaginaceae","Maundia",,"11166","Queensland : Conservation Status | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2899524","Alphitonia excelsa","(A.Cunn. ex Fenzl) Benth.","species","Plantae","Charophyta","Equisetopsida","Rosales","Rhamnaceae","Alphitonia","Coopers Wood","11152","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2904877","Bothriochloa macra","(Steud.) S.T.Blake","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Bothriochloa","Red-leg Grass","11130","South Australia : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2895329","Eucalyptus microcorys","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Tallowwood","10991","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2897908","Enchylaena tomentosa","R.Br.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Enchylaena","Berry Saltbush","10892","",""
"https://id.biodiversity.org.au/node/apni/2907916","Commelina cyanea","R.Br.","species","Plantae","Charophyta","Equisetopsida","Commelinales","Commelinaceae","Commelina","Forget-me Not","10872","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2909052","Dichelachne micrantha","(Cav.) Domin","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Dichelachne","Shorthair Plumegrass","10853","",""
"https://id.biodiversity.org.au/node/apni/7194281","Euphorbia drummondii","Boiss.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Euphorbia","Flat Spurge","10835","",""
"https://id.biodiversity.org.au/node/apni/2895899","Leucopogon affinis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Leucopogon","Lanceleaf Beardheath","10802","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2907969","Vittadinia cuneata","DC.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Vittadinia","New Holland Daisy","10703","",""
"https://id.biodiversity.org.au/node/apni/2905928","Poranthera microphylla","Brongn.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Poranthera","Small Poranthera","10672","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2907378","Melichrus urceolatus","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Melichrus","Urn Heath","10637","",""
"https://id.biodiversity.org.au/node/apni/2910848","Eucalyptus albens","Benth.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","White Box","10620","South Australia : Conservation Status | Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/8012087","Viola hederacea","Labill.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Violaceae","Viola","Ivy-leaved Violet","10470","",""
"https://id.biodiversity.org.au/node/apni/2888791","Anthosachne scabra","(R.Br.) Nevski","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Anthosachne",,"10391","",""
"https://id.biodiversity.org.au/node/apni/2909038","Chloris truncata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Chloris","Star Grass","10348","",""
"https://id.biodiversity.org.au/node/apni/2919217","Lachnagrostis filiformis","(G.Forst.) Trin.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Lachnagrostis","Perehia","10320","",""
"https://id.biodiversity.org.au/node/apni/2901796","Daucus glochidiatus","(Labill.) Fisch., C.A.Mey. & Ave-Lall.","species","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Daucus","Wild Carrot","10317","",""
"https://id.biodiversity.org.au/node/apni/2919068","Notelaea longifolia","Vent.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Notelaea","Large Mock Olive","10294","",""
"https://id.biodiversity.org.au/node/apni/2899865","Entolasia marginata","(R.Br.) Hughes","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Entolasia","Bordered Panic","10269","",""
"https://id.biodiversity.org.au/node/apni/2915642","Elaeocarpus reticulatus","Sm.","species","Plantae","Charophyta","Equisetopsida","Oxalidales","Elaeocarpaceae","Elaeocarpus","Blueberry Ash","10264","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2908951","Lophostemon confertus","(R.Br.) Peter G.Wilson & J.T.Waterh.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Lophostemon","Pink Box","10233","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2914179","Calochlaena dubia","(R.Br.) M.D.Turner & R.A.White","species","Plantae","Charophyta","Equisetopsida","Cyatheales","Dicksoniaceae","Calochlaena","Common Ground Fern","10207","",""
"https://id.biodiversity.org.au/node/apni/2906157","Brunoniella australis","(Cav.) Bremek.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Brunoniella","Blue Trumpet","10132","",""
"https://id.biodiversity.org.au/node/apni/2902553","Pseuderanthemum variabile","(R.Br.) Radlk.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Pseuderanthemum","Pastel Flower","10107","",""
"https://id.biodiversity.org.au/node/apni/2906785","Asperula conferta","Hook.f.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Rubiaceae","Asperula","Common Woodruff","9957","",""
"https://id.biodiversity.org.au/node/apni/2899501","Eragrostis brownii","(Kunth) Nees","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Eragrostis","Love Grass","9813","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2903181","Enteropogon acicularis","(Lindl.) Lazarides","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Enteropogon","Star Grass","9808","",""
"https://id.biodiversity.org.au/node/apni/2897829","Verbena bonariensis","L.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Verbenaceae","Verbena","Purple-top Verbena","9789","",""
"https://id.biodiversity.org.au/node/apni/2904624","Sida corrugata","Lindl.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Sida","Variable Sida","9742","",""
"https://id.biodiversity.org.au/node/apni/2893457","Senecio quadridentatus","Labill.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Senecio","Pahohoraka","9666","",""
"https://id.biodiversity.org.au/node/apni/2914704","Syzygium smithii","(Poir.) Nied.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Syzygium",,"9603","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2911536","Poa labillardierei","Steud.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Poa","Tussock Grass","9570","",""
"https://id.biodiversity.org.au/taxon/apni/51293610","Banksia serrata","L.f.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Banksia","Saw Banksia","9520","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51269908","Wahlenbergia capillaris","(G.Lodd.) G.Don","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Wahlenbergia",,"9479","",""
"https://id.biodiversity.org.au/taxon/apni/51289954","Eucalyptus moluccana","Roxb.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Grey Box","9473","Queensland : Conservation Status | Western Australia : Conservation status",""
