"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Number of records","Conservation","Invasive"
"https://id.biodiversity.org.au/node/apni/2905427","Eucalyptus woollsiana","R.T.Baker","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Grey Box","1198","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2912370","Dichelachne inaequiglumis","(Hack. ex Cheeseman) Edgar & Connor","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Dichelachne",,"1195","",""
"https://id.biodiversity.org.au/node/apni/2897924","Sclerolaena patenticuspis","(R.H.Anderson) Ulbr.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Sclerolaena","Spear-fruit Saltbush","1193","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51311103","Solori involuta","(Sprague) Sirich. & Adema","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Solori",,"1192","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2908939","Acrothamnus hookeri","(Sond.) Quinn","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Acrothamnus",,"1191","",""
"https://id.biodiversity.org.au/node/apni/2915143","Persoonia virgata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Persoonia","Small-leaved Geebung","1188","",""
"https://id.biodiversity.org.au/node/apni/2898812","Stylidium laricifolium","Rich.","species","Plantae","Charophyta","Equisetopsida","Asterales","Stylidiaceae","Stylidium","Tree Trigger Plant","1187","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2888610","Glycine canescens","F.J.Herm.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Glycine","Silky Glycine","1185","Queensland : Conservation Status | Victoria : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2915327","Solenogyne gunnii","(Hook.f.) Cabrera","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Solenogyne",,"1184","",""
"https://id.biodiversity.org.au/node/apni/2902679","Pomaderris lanigera","(Andrews) Sims","species","Plantae","Charophyta","Equisetopsida","Rosales","Rhamnaceae","Pomaderris","Woolly Pomaderris","1176","",""
"https://id.biodiversity.org.au/node/apni/2903271","Acronychia laevis","J.R.Forst. & G.Forst.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Acronychia","Glossy Acronychia","1173","",""
"https://id.biodiversity.org.au/taxon/apni/51286846","Acacia complanata","A.Cunn. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Long Pod Wattle","1173","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2918795","Acacia spectabilis","A.Cunn. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Glory Wattle","1171","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2900813","Maireana georgei","(Diels) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Maireana","Slit-wing Bluebush","1170","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51406640","Microtis parviflora","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Microtis","Slender Onion Orchid","1170","",""
"https://id.biodiversity.org.au/node/apni/2920517","Pultenaea linophylla","Schrad. & J.C.Wendl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Pultenaea","Halo Bush-pea","1169","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51283673","Lastreopsis acuminata","(Houlston) C.V.Morton","species","Plantae","Charophyta","Equisetopsida","Polypodiales","Dryopteridaceae","Lastreopsis","Shiny Shield-fern","1169","South Australia : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2904053","Acacia victoriae","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Pin Bush","1168","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2913877","Elattostachys nervosa","(F.Muell.) Radlk.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Elattostachys","Green Tamarind","1168","",""
"https://id.biodiversity.org.au/node/apni/2895212","Acacia excelsa","Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Wallowa","1166","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2916353","Picris angustifolia","DC.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Picris",,"1166","",""
"https://id.biodiversity.org.au/taxon/apni/51403397","Dipodium punctatum","(Sm.) R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Dipodium","Hyacinth Orchid","1166","South Australia : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2886301","Delairea odorata","Lem.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Delairea","Cape Ivy","1165","",""
"https://id.biodiversity.org.au/node/apni/2901957","Tetragonia moorei","M.Gray","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Aizoaceae","Tetragonia",,"1165","",""
"https://id.biodiversity.org.au/taxon/apni/51406101","Glossodia major","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Glossodia","Parson-in-the-pulpit","1165","",""
"https://id.biodiversity.org.au/node/apni/2886366","Grevillea rhizomatosa","Olde & Marriott","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Gibraltar Grevillea","1164","EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2918580","Eucalyptus tetrapleura","L.A.S.Johnson","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Square-fruited Ironbark","1164","Queensland : Conservation Status | EPBC Act Threatened Species | New South Wales : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2895983","Plantago turrifera","B.G.Briggs, Carolin & Pulley","species","Plantae","Charophyta","Equisetopsida","Lamiales","Plantaginaceae","Plantago","Crowned Plantain","1162","",""
"https://id.biodiversity.org.au/node/apni/2910494","Melaleuca armillaris","(Sol. ex Gaertn.) Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","Giant Honey Myrtle","1159","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2906964","Cleistanthus cunninghamii","(Müll.Arg.) Müll.Arg.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Cleistanthus","Omega","1158","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2915282","Podocarpus elatus","R.Br. ex Endl.","species","Plantae","Charophyta","Equisetopsida","Pinales","Podocarpaceae","Podocarpus","Brown Pine","1157","",""
"https://id.biodiversity.org.au/node/apni/2912800","Schinus molle","L.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Anacardiaceae","Schinus","Chilean Pepper Tree","1155","",""
"https://id.biodiversity.org.au/node/apni/2890785","Commersonia bartramia","(L.) Merr.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Commersonia","Brown Kurrajong","1154","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2920238","Prostanthera junonis","B.J.Conn","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Prostanthera","Somersby Mintbush","1154","EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2915203","Acacia baileyana","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Bailey's Wattle","1152","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2895671","Ranunculus undosus","Melville","species","Plantae","Charophyta","Equisetopsida","Ranunculales","Ranunculaceae","Ranunculus","Swamp Buttercup","1150","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2904334","Capparis lasiantha","R.Br. ex DC.","species","Plantae","Charophyta","Equisetopsida","Brassicales","Capparaceae","Capparis","Nipan","1149","",""
"https://id.biodiversity.org.au/node/apni/2891090","Cenchrus ciliaris","L.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cenchrus","Buffel Grass","1147","",""
"https://id.biodiversity.org.au/node/apni/2921235","Poranthera corymbosa","Brongn.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Poranthera","Clustered Poranthera","1147","Queensland : Conservation Status | Victoria : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51287111","Acacia verniciflua","A.Cunn.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Varnish Wattle","1147","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2906039","Hydrocotyle acutiloba","(F.Muell.) N.A.Wakef.","species","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Hydrocotyle","Pennywort","1146","",""
"https://id.biodiversity.org.au/node/apni/2912620","Cynosurus echinatus","L.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cynosurus","Rough Dog's Tail","1145","",""
"https://id.biodiversity.org.au/node/apni/2886064","Stenocarpus sinuatus","Endl.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Stenocarpus","Fire Tree","1144","",""
"https://id.biodiversity.org.au/node/apni/2916325","Kunzea ericoides","(A.Rich.) Joy Thomps.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Kunzea","Burgan","1144","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2909008","Eriochiton sclerolaenoides","(F.Muell.) A.J.Scott","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Eriochiton","Woolly Bindii","1143","",""
"https://id.biodiversity.org.au/node/apni/2915709","Brunonia australis","Sm. ex R.Br.","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Brunonia","Pincushion","1143","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/name/apni/9393117","Hackelia suaveolens","(R.Br.) Dimon & M.A.M.Renner","species","Plantae","Charophyta","Equisetopsida",,"Boraginaceae","Hackelia",,"1142","",""
"https://id.biodiversity.org.au/node/apni/2891773","Suaeda australis","(R.Br.) Moq.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Suaeda","Austral Seablite","1142","",""
"https://id.biodiversity.org.au/node/apni/2902060","Vittadinia pterochaeta","(F.Muell. ex Benth.) J.M.Black","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Vittadinia","Rough Fuzzweed","1140","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2917654","Boronia microphylla","Sieber ex Rchb.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Boronia","Small-leaved Boronia","1139","",""
"https://id.biodiversity.org.au/taxon/apni/51399670","Caleana major","R.Br.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Caleana","Bee Orchid","1139","South Australia : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2889349","Pimelea ligustrina","Labill.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea",,"1138","",""
"https://id.biodiversity.org.au/node/apni/2914451","Pteris umbrosa","R.Br.","species","Plantae","Charophyta","Equisetopsida",,"Pteridaceae","Pteris","Jungle Brake","1137","",""
"https://id.biodiversity.org.au/node/apni/7731617","Pennantia cunninghamii","Miers","species","Plantae","Charophyta","Equisetopsida","Apiales","Pennantiaceae","Pennantia","Brown Beech","1135","",""
"https://id.biodiversity.org.au/node/apni/2900093","Eucalyptus aggregata","H.Deane & Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Black Gum","1133","Australian Capital Territory : Conservation Status | Queensland : Conservation Status | EPBC Act Threatened Species | Victoria : Conservation Status | New South Wales : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2900859","Silene gallica","L.","species","Plantae","Charophyta","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene","French Catchfly","1133","",""
"https://id.biodiversity.org.au/node/apni/2913540","Olearia microphylla","(Vent.) Maiden & Betche","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Olearia",,"1133","",""
"https://id.biodiversity.org.au/node/apni/2896123","Medicago sativa","L.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Medicago","Lucerne","1132","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2914757","Pimelea microcephala","R.Br.","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea","Shrubby Rice-flower","1130","",""
"https://id.biodiversity.org.au/node/apni/2918469","Denhamia bilocularis","(F.Muell.) M.P.Simmons","species","Plantae","Charophyta","Equisetopsida","Celastrales","Celastraceae","Denhamia",,"1129","",""
"https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis","(C.T.White) L.S.Sm.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Austromyrtus","Midgen Berry","1127","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2905435","Acrotriche divaricata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Acrotriche","Tall Acrotriche","1127","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2890445","Ficus watkinsiana","F.M.Bailey","species","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Ficus","Watkin's Fig","1126","",""
"https://id.biodiversity.org.au/node/apni/2887784","Micromyrtus ciliata","(Sm.) Druce","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Micromyrtus","Heath-myrtle","1122","South Australia : Conservation Status | Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2911987","Ripogonum fawcettianum","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Liliales","Ripogonaceae","Ripogonum","Small Supplejack","1121","",""
"https://id.biodiversity.org.au/node/apni/2913182","Desmodium rhytidophyllum","F.Muell. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Desmodium",,"1121","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2914323","Dracophyllum secundum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Dracophyllum",,"1121","",""
"https://id.biodiversity.org.au/node/apni/2891080","Syzygium floribundum","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Syzygium","Weeping Myrtle","1120","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2899671","Eucalyptus bosistoana","F.Muell.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Gippsland Grey Box","1120","Queensland : Conservation Status | Victoria : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2915629","Cortaderia selloana","(Schult. & Schult.f.) Asch. & Graebn.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Cortaderia","Pampas Grass","1120","",""
"https://id.biodiversity.org.au/node/apni/2916272","Swainsona recta","A.T.Lee","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Swainsona","Small Purple-pea","1120","Australian Capital Territory : Conservation Status | Queensland : Conservation Status | EPBC Act Threatened Species | Victoria : Conservation Status | New South Wales : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/taxon/apni/51311476","Roepera iodocarpa","(F.Muell.) Beier & Thulin","species","Plantae","Charophyta","Equisetopsida","Zygophyllales","Zygophyllaceae","Roepera",,"1119","",""
"https://id.biodiversity.org.au/node/apni/2888438","Hibbertia fumana","Sieber ex Toelken","species","Plantae","Charophyta","Equisetopsida",,"Dilleniaceae","Hibbertia",,"1118","Queensland : Conservation Status | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2918704","Acacia saligna","(Labill.) H.L.Wendl.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Golden Wreath Wattle","1118","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2897934","Daviesia corymbosa","Sm.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Daviesia","Narrow Leaf Bitter Pea","1115","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2906006","Tolpis barbata","(L.) Gaertn.","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Tolpis","Yellow Hawkweed","1114","",""
"https://id.biodiversity.org.au/node/apni/2895093","Hakea eriantha","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Hakea","Tree Hakea","1113","",""
"https://id.biodiversity.org.au/node/apni/2905946","Gomphocarpus physocarpus","E.Mey.","species","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Gomphocarpus","Balloon Cottonbush","1113","",""
"https://id.biodiversity.org.au/node/apni/2912204","Olearia erubescens","(Sieber ex Spreng.) Dippel","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Olearia","Moth Daisy-bush","1112","South Australia : Conservation Status",""
"https://id.biodiversity.org.au/taxon/apni/51405070","Eriochilus cucullatus","(Labill.) Rchb.f.","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Eriochilus","Parson's Bands","1111","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2888645","Indigofera adesmiifolia","A.Gray","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Indigofera","Tick Indigo","1110","Queensland : Conservation Status | Victoria : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2887779","Acacia gladiiformis","A.Cunn. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Sword Wattle","1109","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2910912","Eucalyptus conica","H.Deane & Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Apple Box","1108","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2887575","Heteropogon contortus","(L.) P.Beauv. ex Roem. & Schult.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Heteropogon","Bunch Speargrass","1107","",""
"https://id.biodiversity.org.au/node/apni/2903945","Melaleuca uncinata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Melaleuca","Broombush","1107","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2897030","Neolitsea australiensis","Kosterm.","species","Plantae","Charophyta","Equisetopsida","Laurales","Lauraceae","Neolitsea","Bollywood","1105","",""
"https://id.biodiversity.org.au/node/apni/2901703","Pultenaea foliolosa","A.Cunn. ex Benth.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Pultenaea","Small-leaf Bush-pea","1104","Queensland : Conservation Status | Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2913641","Melicope elleryana","(F.Muell.) T.G.Hartley","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Melicope","Pink-flowered Doughwood","1104","",""
"https://id.biodiversity.org.au/node/apni/2916762","Mischocarpus pyriformis","(F.Muell.) Radlk.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Sapindaceae","Mischocarpus","Pear Fruited Tamarind","1103","",""
"https://id.biodiversity.org.au/node/apni/2895537","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Senna","Acacia (norfolk Island)","1102","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2916054","Zieria granulata","C.Moore ex Benth.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Zieria","Hill Zieria","1102","EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2918092","Flindersia australis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Rutaceae","Flindersia","Crow's Ash","1102","",""
"https://id.biodiversity.org.au/node/apni/2895775","Melichrus erubescens","A.Cunn. ex DC.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Melichrus","Ruby Urn Heath","1101","",""
"https://id.biodiversity.org.au/node/apni/2917441","Schoenus imberbis","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Schoenus","Beardless Bog-sedge","1100","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2896256","Isolepis inundata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Isolepis","Swamp Club Rush","1098","",""
"https://id.biodiversity.org.au/node/apni/2915347","Urochloa panicoides","P.Beauv.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Urochloa","Urochloa Grass","1098","",""
"https://id.biodiversity.org.au/node/apni/2887787","Notelaea ovata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Lamiales","Oleaceae","Notelaea",,"1097","",""
"https://id.biodiversity.org.au/node/apni/2894414","Ficus opposita","Miq.","species","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Ficus","Sandpaper Fig","1096","",""
"https://id.biodiversity.org.au/node/apni/2888945","Damasonium minus","(R.Br.) Buchenau","species","Plantae","Charophyta","Equisetopsida","Alismatales","Alismataceae","Damasonium","Starfruit","1095","Tasmania : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2887933","Exocarpos latifolius","R.Br.","species","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Exocarpos","Mistletoe Tree","1093","",""
"https://id.biodiversity.org.au/node/apni/2914805","Cinnamomum oliveri","F.M.Bailey","species","Plantae","Charophyta","Equisetopsida","Laurales","Lauraceae","Cinnamomum","Sassafras","1093","",""
"https://id.biodiversity.org.au/node/apni/2903296","Chorizandra cymbaria","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Cyperaceae","Chorizandra","Heron Bristle-rush","1092","",""
"https://id.biodiversity.org.au/node/apni/2905328","Goodenia dimorpha","Maiden & Betche","species","Plantae","Charophyta","Equisetopsida","Asterales","Goodeniaceae","Goodenia",,"1092","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2891161","Eucalyptus quadrangulata","H.Deane & Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Coastal White Box","1091","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2891711","Leptospermum obovatum","Sweet","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Leptospermum","Creek Tea-tree","1091","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2893103","Leucopogon attenuatus","A.Cunn.","species","Plantae","Charophyta","Equisetopsida","Ericales","Ericaceae","Leucopogon","Grey Beard-heath","1091","Victoria : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2906279","Petrophile pedunculata","R.Br.","species","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Petrophile","Stalked Conesticks","1091","",""
"https://id.biodiversity.org.au/node/apni/2915166","Pomaderris ferruginea","Sieber ex Fenzl","species","Plantae","Charophyta","Equisetopsida","Rosales","Rhamnaceae","Pomaderris",,"1090","",""
"https://id.biodiversity.org.au/node/apni/2898658","Gompholobium glabratum","DC.","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Gompholobium","Dainty Wedge-pea","1089","Queensland : Conservation Status | Victoria : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/taxon/apni/51406025","Genoplesium littorale","D.L.Jones","species","Plantae","Charophyta","Equisetopsida","Asparagales","Orchidaceae","Genoplesium","Tuncurry Midge Orchid","1089","EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2888298","Dysoxylum rufum","(A.Rich.) Benth.","species","Plantae","Charophyta","Equisetopsida","Sapindales","Meliaceae","Dysoxylum","Red Bean","1087","",""
"https://id.biodiversity.org.au/taxon/apni/51290091","Eucalyptus viridis","R.T.Baker","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Green Mallee","1087","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/taxon/apni/51294302","Solanum ellipticum","R.Br.","species","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","Nightshade","1087","Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2901250","Pimelea bracteata","Threlfall","species","Plantae","Charophyta","Equisetopsida","Malvales","Thymelaeaceae","Pimelea",,"1084","EPBC Act Threatened Species | New South Wales : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2902056","Isotoma axillaris","Lindl.","species","Plantae","Charophyta","Equisetopsida","Asterales","Campanulaceae","Isotoma","Rock Isotome","1084","",""
"https://id.biodiversity.org.au/node/apni/2910529","Ficus fraseri","Miq.","species","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Ficus","Sandpaper Fig","1084","",""
"https://id.biodiversity.org.au/name/apni/51337316","Coleus australis","(R.Br.) A.J.Paton","species","Plantae","Charophyta","Equisetopsida","Lamiales","Lamiaceae","Coleus",,"1081","",""
"https://id.biodiversity.org.au/node/apni/2887385","Pavonia hastata","Cav.","species","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Pavonia","Pink Pavonia","1077","",""
"https://id.biodiversity.org.au/node/apni/2892322","Eucalyptus seeana","Maiden","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Narrow-leaved Red Gum","1076","Queensland : Conservation Status | Western Australia : Conservation status",""
"https://id.biodiversity.org.au/node/apni/2895263","Hyalosperma semisterile","(F.Muell.) Paul G.Wilson","species","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Hyalosperma",,"1076","",""
"https://id.biodiversity.org.au/node/apni/2898208","Dendrocnide photiniphylla","(Kunth) Chew","species","Plantae","Charophyta","Equisetopsida","Rosales","Urticaceae","Dendrocnide","Mulberry-leaved Stinger","1076","",""
"https://id.biodiversity.org.au/node/apni/2910830","Walwhalleya subxerophila","(Domin) Wills & J.J.Bruhl","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Walwhalleya",,"1076","",""
"https://id.biodiversity.org.au/taxon/apni/51284090","Euphorbia dallachyana","Baill.","species","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Euphorbia","Caustic Weed","1076","",""
"https://id.biodiversity.org.au/node/apni/2915024","Amphibromus nervosus","(Hook.f.) Baill.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Amphibromus","Swamp Wallaby Grass","1075","",""
"https://id.biodiversity.org.au/node/apni/2893446","Tetrarrhena juncea","R.Br.","species","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Tetrarrhena","Wiry Rice Grass","1074","",""
"https://id.biodiversity.org.au/node/apni/2888674","Kunzea parvifolia","Schauer","species","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Kunzea","Violet Kunzea","1073","Queensland : Conservation Status",""
"https://id.biodiversity.org.au/node/apni/2889077","Almaleea paludosa","(J.Thompson) Crisp & P.H.Weston","species","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Almaleea","Marsh Bush-pea","1073","Queensland : Conservation Status | Victoria : Conservation Status",""
