Species,Species Name,Scientific Name Authorship,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Conservation,Invasive
https://id.biodiversity.org.au/node/apni/2890667,Alternanthera philoxeroides,(Mart.) Griseb.,species,Plantae,Charophyta,Equisetopsida,Caryophyllales,Amaranthaceae,Alternanthera,Alligator Weed,,Non-native species | Weeds of National Significance (WoNS) as at Feb. 2013 | Weeds listing  Queensland Government | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2899470,Sporobolus pyramidalis,P.Beauv.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Sporobolus,Giant Ratstail Grass,,Non-native species | Weeds listing  Queensland Government | National Weeds Lists
https://id.biodiversity.org.au/node/apni/2899127,Eucalyptus pilularis,Sm.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Blackbutt,,
https://id.biodiversity.org.au/node/apni/2899524,Alphitonia excelsa,(A.Cunn. ex Fenzl) Benth.,species,Plantae,Charophyta,Equisetopsida,Rosales,Rhamnaceae,Alphitonia,Coopers Wood,Western Australia : Conservation status,
https://id.biodiversity.org.au/node/apni/2908951,Lophostemon confertus,(R.Br.) Peter G.Wilson & J.T.Waterh.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Lophostemon,Pink Box,,
https://id.biodiversity.org.au/node/apni/2914136,Eucalyptus racemosa,Cav.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Scribbly Gum,,
https://id.biodiversity.org.au/node/apni/8008245,Lantana camara,L.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Verbenaceae,Lantana,Common Lantana,,Non-native species | Weeds of National Significance (WoNS) as at Feb. 2013 | WA State Notifiable Pests | Weeds listing  Queensland Government | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/7774102,Setaria sphacelata,(Schumach.) Stapf & C.E.Hubb.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Setaria,South African Pigeon Grass,,Non-native species
https://id.biodiversity.org.au/node/apni/2915125,Corymbia intermedia,(R.T.Baker) K.D.Hill & L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Corymbia,Pink Bloodwood,,
https://id.biodiversity.org.au/node/apni/2895205,Lomandra longifolia,Labill.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Asparagaceae,Lomandra,Spiny-headed Mat-rush,,
https://id.biodiversity.org.au/taxon/apni/51291519,Themeda triandra,Forssk.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Themeda,Kangaroo Grass,,
https://id.biodiversity.org.au/node/apni/2887514,Melaleuca quinquenervia,(Cav.) S.T.Blake,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,Paperbark,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2899618,Parsonsia straminea,(R.Br.) F.Muell.,species,Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Parsonsia,Common Silkpod,,
https://id.biodiversity.org.au/node/apni/2899433,Vigna radiata,(L.) R.Wilczek,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Vigna,Mung Bean,,Non-native species
https://id.biodiversity.org.au/node/apni/2915759,Hovea acutifolia,A.Cunn. ex G.Don,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Hovea,Pointed-leaved Hovea,,
https://id.biodiversity.org.au/taxon/apni/51290068,Eucalyptus tereticornis,Sm.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Red Irongum,,
https://id.biodiversity.org.au/node/apni/2918127,Goodenia rotundifolia,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asterales,Goodeniaceae,Goodenia,,,
https://id.biodiversity.org.au/node/apni/2902974,Smilax australis,R.Br.,species,Plantae,Charophyta,Equisetopsida,Liliales,Smilacaceae,Smilax,Austral Sarsaparilla,,
https://id.biodiversity.org.au/node/apni/2907962,Allocasuarina littoralis,(Salisb.) L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Fagales,Casuarinaceae,Allocasuarina,Bull Oak,,
https://id.biodiversity.org.au/node/apni/2914044,Pimelea linifolia,Sm.,species,Plantae,Charophyta,Equisetopsida,Malvales,Thymelaeaceae,Pimelea,Rice Flower,,
https://id.biodiversity.org.au/taxon/apni/51249803,Pteridium esculentum,(G.Forst.) Cockayne,species,Plantae,Charophyta,Equisetopsida,Polypodiales,Dennstaedtiaceae,Pteridium,Manehu,,
https://id.biodiversity.org.au/node/apni/2912133,Acacia leiocalyx,(Domin) Pedley,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Black Wattle,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/taxon/apni/51288875,Stephania japonica,(Thunb.) Miers,species,Plantae,Charophyta,Equisetopsida,Ranunculales,Menispermaceae,Stephania,Snake Vine,,
https://id.biodiversity.org.au/node/apni/2887781,Geitonoplesium cymosum,(R.Br.) A.Cunn. ex R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Hemerocallidaceae,Geitonoplesium,Scrambling Lily,,
https://id.biodiversity.org.au/node/apni/2892672,Dodonaea triquetra,J.C.Wendl.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Dodonaea,Large-leaf Hop-bush,,
https://id.biodiversity.org.au/node/apni/2895329,Eucalyptus microcorys,F.Muell.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Tallowwood,,
https://id.biodiversity.org.au/node/apni/2902553,Pseuderanthemum variabile,(R.Br.) Radlk.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum,Pastel Flower,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2894353,Glochidion ferdinandi,(Müll.Arg.) F.M.Bailey,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Phyllanthaceae,Glochidion,Pencil Cedar,,
https://id.biodiversity.org.au/node/apni/2892579,Banksia integrifolia,L.f.,species,Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Banksia,Honeysuckle,,
https://id.biodiversity.org.au/node/apni/2893429,Rhodamnia rubescens,(Benth.) Miq.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Rhodamnia,Brown Malletwood,Queensland : Conservation Status | EPBC Act Threatened Species | New South Wales : Conservation Status,
https://id.biodiversity.org.au/node/apni/2900963,Syncarpia glomulifera,(Sm.) Nied.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Syncarpia,Turpentine,,
https://id.biodiversity.org.au/node/apni/2916598,Phebalium woombye,(F.M.Bailey) Domin,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Phebalium,Wallum Phebalium,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2917193,Dioscorea transversa,R.Br.,species,Plantae,Charophyta,Equisetopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Native Yam,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2887103,Eucalyptus tindaliae,Blakely,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Stringybark,,
https://id.biodiversity.org.au/node/apni/2889965,Hygrophila costata,Nees,species,Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Hygrophila,,,Weeds listing  Queensland Government | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2914381,Eucalyptus siderophloia,Benth.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Ironbark,,
https://id.biodiversity.org.au/node/apni/2912908,Ageratum houstonianum,Mill.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Ageratum,Blue Billygoat Weed,,Non-native species
https://id.biodiversity.org.au/node/apni/2889021,Psychotria loniceroides,Sieber ex DC.,species,Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Psychotria,Hairy Psychotria,,
https://id.biodiversity.org.au/node/apni/2894403,Hardenbergia violacea,(Schneev.) Stearn,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Hardenbergia,Sarsaparilla,Tasmania : Conservation Status,
https://id.biodiversity.org.au/node/apni/2890981,Ochna serrulata,(Hochst.) Walp.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Ochnaceae,Ochna,Mickey Mouse Plant,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/5274818,Eucalyptus grandis,W.Hill,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Flooded Gum,,
https://id.biodiversity.org.au/node/apni/2907868,Pultenaea villosa,Willd.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Pultenaea,Kerosene Bush,EPBC Act Threatened Species,
https://id.biodiversity.org.au/node/apni/2914842,Adiantum hispidulum,Sw.,species,Plantae,Charophyta,Equisetopsida,,Pteridaceae,Adiantum,Rough Maidenhair Fern,Queensland : Conservation Status,
https://id.biodiversity.org.au/node/apni/2920993,Imperata cylindrica,(L.) P.Beauv.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Imperata,Blady Grass,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2887455,Lobelia purpurascens,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asterales,Campanulaceae,Lobelia,White Root,Queensland : Conservation Status | Victoria : Conservation Status,
https://id.biodiversity.org.au/node/apni/2895194,Angophora woodsiana,F.M.Bailey,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Angophora,Rough Barked Apple,,
https://id.biodiversity.org.au/node/apni/2886431,Entolasia stricta,(R.Br.) Hughes,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Entolasia,Wiry Panic,,
https://id.biodiversity.org.au/node/apni/2890605,Solanum mauritianum,Scop.,species,Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Wild Tobacco Bush,,Non-native species | Weeds listing  Queensland Government | National Weeds Lists | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2908770,Eustrephus latifolius,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Asparagaceae,Eustrephus,Wombat Berry,,
https://id.biodiversity.org.au/node/apni/2899921,Avicennia marina,(Forssk.) Vierh.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Avicennia,Grey Mangrove,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2905880,Dichanthium annulatum,(Forssk.) Stapf,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Dichanthium,Sheda Grass,,Non-native species
https://id.biodiversity.org.au/node/apni/2912248,Trochocarpa laurina,(Rudge) R.Br.,species,Plantae,Charophyta,Equisetopsida,Ericales,Ericaceae,Trochocarpa,Waddywood,,
https://id.biodiversity.org.au/node/apni/7770909,Oplismenus hirtellus,(L.) P.Beauv.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Oplismenus,Australian Basket-grass,Western Australia : Conservation status,
https://id.biodiversity.org.au/node/apni/7931274,Banksia spinulosa,Sm.,species,Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Banksia,Golden Candlesticks,,
https://id.biodiversity.org.au/node/apni/2888793,Acacia disparrima,M.W.McDonald & Maslin,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Southern Salwood,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2889161,Hibbertia scandens,(Willd.) Dryand.,species,Plantae,Charophyta,Equisetopsida,,Dilleniaceae,Hibbertia,Snake Vine,,
https://id.biodiversity.org.au/node/apni/2889759,Boronia falcifolia,A.Cunn. ex Endl.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Boronia,Wallum Boronia,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2898775,Jagera pseudorhus,(A.Rich.) Radlk.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Jagera,Foambark Tree,,
https://id.biodiversity.org.au/node/apni/2902044,Macaranga tanarius,(L.) Müll.Arg.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Macaranga,Blush Macaranga,,
https://id.biodiversity.org.au/node/apni/2909841,Tabernaemontana pandacaqui,Lam.,species,Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Tabernaemontana,Banana Bush,,
https://id.biodiversity.org.au/node/apni/2887964,Eupomatia laurina,R.Br.,species,Plantae,Charophyta,Equisetopsida,Magnoliales,Eupomatiaceae,Eupomatia,Copper Laurel,Victoria : Conservation Status,
https://id.biodiversity.org.au/node/apni/2910025,Neolitsea dealbata,(R.Br.) Merr.,species,Plantae,Charophyta,Equisetopsida,Laurales,Lauraceae,Neolitsea,Grey Bollywood,,
https://id.biodiversity.org.au/node/apni/2917560,Jacksonia scoparia,R.Br.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Jacksonia,Dogwood,,
https://id.biodiversity.org.au/taxon/apni/51269533,Telmatoblechnum indicum,"(Burm.f.) Perrie, D.J.Ohlsen & Brownsey",species,Plantae,Charophyta,Equisetopsida,Polypodiales,Blechnaceae,Telmatoblechnum,,Queensland : Conservation Status | Western Australia : Conservation status,
https://id.biodiversity.org.au/node/apni/2889131,Lophostemon suaveolens,(Sol. ex Gaertn.) Peter G.Wilson & J.T.Waterh.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Lophostemon,Swamp Mahogany,,
https://id.biodiversity.org.au/node/apni/2889383,Kennedia rubicunda,(Schneev.) Vent.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Kennedia,Red Kennedy Pea,,
https://id.biodiversity.org.au/node/apni/2919870,Cissus antarctica,Vent.,species,Plantae,Charophyta,Equisetopsida,Vitales,Vitaceae,Cissus,Water Vine,,
https://id.biodiversity.org.au/node/apni/2902771,Baccharis halimifolia,L.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Baccharis,Groundsel Bush,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2909048,Leptospermum polygalifolium,Salisb.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Leptospermum,,,
https://id.biodiversity.org.au/node/apni/2891232,Xanthorrhoea latifolia,(A.T.Lee) D.J.Bedford,species,Plantae,Charophyta,Equisetopsida,Asparagales,Xanthorrhoeaceae,Xanthorrhoea,,,
https://id.biodiversity.org.au/node/apni/2899453,Lepidosperma laterale,R.Br.,species,Plantae,Charophyta,Equisetopsida,Poales,Cyperaceae,Lepidosperma,Variable Sword-sedge,,
https://id.biodiversity.org.au/node/apni/2901848,Guioa semiglauca,(F.Muell.) Radlk.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Guioa,Wild Quince,,Non-native species
https://id.biodiversity.org.au/node/apni/2906517,Myrsine variabilis,R.Br.,species,Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Myrsine,Rapanea,,
https://id.biodiversity.org.au/node/apni/2907274,Pittosporum revolutum,W.T.Aiton,species,Plantae,Charophyta,Equisetopsida,Apiales,Pittosporaceae,Pittosporum,Rough-fruit Pittosporum,Victoria : Conservation Status,
https://id.biodiversity.org.au/node/apni/2908269,Zieria minutiflora,Domin,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Zieria,,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2915642,Elaeocarpus reticulatus,Sm.,species,Plantae,Charophyta,Equisetopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Blueberry Ash,Tasmania : Conservation Status,
https://id.biodiversity.org.au/node/apni/2919810,Patersonia sericea,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Iridaceae,Patersonia,,,
https://id.biodiversity.org.au/node/apni/2898881,Breynia oblongifolia,(Müll.Arg.) Müll.Arg.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Phyllanthaceae,Breynia,Coffee Bush,,
https://id.biodiversity.org.au/node/apni/2914484,Hibiscus heterophyllus,Vent.,species,Plantae,Charophyta,Equisetopsida,Malvales,Malvaceae,Hibiscus,Native Cottonwood,,
https://id.biodiversity.org.au/node/apni/2887573,Ptilothrix deusta,(R.Br.) K.L.Wilson,species,Plantae,Charophyta,Equisetopsida,Poales,Cyperaceae,Ptilothrix,,,
https://id.biodiversity.org.au/node/apni/2910394,Calamus muelleri,H.Wendl.,species,Plantae,Charophyta,Equisetopsida,Arecales,Arecaceae,Calamus,Lawyer Vine,,
https://id.biodiversity.org.au/node/apni/2914179,Calochlaena dubia,(R.Br.) M.D.Turner & R.A.White,species,Plantae,Charophyta,Equisetopsida,Cyatheales,Dicksoniaceae,Calochlaena,Common Ground Fern,,
https://id.biodiversity.org.au/node/apni/2899492,Thysanotus tuberosus,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Asparagaceae,Thysanotus,Fringed Lily,,
https://id.biodiversity.org.au/node/apni/2902131,Paspalum notatum,Flüggé,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Paspalum,Bahia Grass,,Non-native species
https://id.biodiversity.org.au/node/apni/2902237,Acacia fimbriata,A.Cunn. ex G.Don,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Fringed Wattle,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2916620,Dichanthium aristatum,(Poir.) C.E.Hubb.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Dichanthium,Angleton Grass,,Non-native species
https://id.biodiversity.org.au/node/apni/2916941,Pothos longipes,Schott,species,Plantae,Charophyta,Equisetopsida,Alismatales,Araceae,Pothos,Pothos,,
https://id.biodiversity.org.au/node/apni/2919306,Eucalyptus resinifera,Sm.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Red Mahogany,,
https://id.biodiversity.org.au/taxon/apni/51294760,Alpinia caerulea,(R.Br.) Benth.,species,Plantae,Charophyta,Equisetopsida,Zingiberales,Zingiberaceae,Alpinia,Native Ginger,,
https://id.biodiversity.org.au/taxon/apni/51310682,Passiflora suberosa,L.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Passifloraceae,Passiflora,Corky Passion Flower,,Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2892514,Psychotria daphnoides,A.Cunn. ex Hook.,species,Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Psychotria,Smooth Psychotria,,
https://id.biodiversity.org.au/node/apni/2892732,Rubus rosifolius,Sm.,species,Plantae,Charophyta,Equisetopsida,Rosales,Rosaceae,Rubus,Rose-leaf Bramble,,Non-native species | National Weeds Lists
https://id.biodiversity.org.au/node/apni/2895180,Chloris gayana,Kunth,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Chloris,Rhodes Grass,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2897003,Corymbia trachyphloia,(F.Muell.) K.D.Hill & L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Corymbia,Brown Bloodwood,,
https://id.biodiversity.org.au/node/apni/2897755,Paspalum scrobiculatum,L.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Paspalum,Ditch Millet,New Zealand Sensitive Species List for Vascular Plants,
https://id.biodiversity.org.au/node/apni/2906254,Eucalyptus propinqua,H.Deane & Maiden,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Grey Gum,,
https://id.biodiversity.org.au/node/apni/2908744,Wilkiea macrophylla,(A.Cunn.) A.DC.,species,Plantae,Charophyta,Equisetopsida,Laurales,Monimiaceae,Wilkiea,Large Leaved Wilkiea,,
https://id.biodiversity.org.au/node/apni/2917025,Ricinocarpos pinifolius,Desf.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Ricinocarpos,Wedding Bush,,
https://id.biodiversity.org.au/node/apni/7173780,Drosera spatulata,Labill.,species,Plantae,Charophyta,Equisetopsida,Caryophyllales,Droseraceae,Drosera,Rosy Sundew,Queensland : Conservation Status,
https://id.biodiversity.org.au/taxon/apni/51406097,Geodorum densiflorum,(Lam.) Schltr.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Geodorum,Pink Nodding Orchid,Queensland : Conservation Status | New South Wales : Conservation Status,Non-native species
https://id.biodiversity.org.au/node/apni/2890214,Banksia oblongifolia,Cav.,species,Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Banksia,Dwarf Banksia,,
https://id.biodiversity.org.au/node/apni/2890600,Rhynchosia minima,(L.) DC.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Rhynchosia,Ryncho,,
https://id.biodiversity.org.au/node/apni/2892322,Eucalyptus seeana,Maiden,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Narrow-leaved Red Gum,,
https://id.biodiversity.org.au/node/apni/2894563,Solanum seaforthianum,Andrews,species,Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Brazilian Nightshade,,Non-native species | National Weeds Lists | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2897394,Mallotus philippensis,(Lam.) Müll.Arg.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Mallotus,Kamala,,Non-native species
https://id.biodiversity.org.au/node/apni/2906264,Aneilema acuminatum,R.Br.,species,Plantae,Charophyta,Equisetopsida,Commelinales,Commelinaceae,Aneilema,,,
https://id.biodiversity.org.au/node/apni/2909567,Nothoalsomitra suberosa,(F.M.Bailey) I.Telford,species,Plantae,Charophyta,Equisetopsida,Cucurbitales,Cucurbitaceae,Nothoalsomitra,,Queensland : Conservation Status,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2916592,Hibbertia vestita,A.Cunn. ex Benth.,species,Plantae,Charophyta,Equisetopsida,,Dilleniaceae,Hibbertia,Hairy Guinea-flower,,
https://id.biodiversity.org.au/node/apni/2917553,Elaeocarpus obovatus,G.Don,species,Plantae,Charophyta,Equisetopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Whitewood,,
https://id.biodiversity.org.au/taxon/apni/51270981,Callitris columellaris,F.Muell.,species,Plantae,Charophyta,Equisetopsida,Pinales,Cupressaceae,Callitris,White Cypress,,
https://id.biodiversity.org.au/taxon/apni/51292783,Polyscias elegans,(C.Moore & F.Muell.) Harms,species,Plantae,Charophyta,Equisetopsida,Apiales,Araliaceae,Polyscias,Black Pencil Cedar,,
https://id.biodiversity.org.au/taxon/apni/51300057,Dianella caerulea,Sims,species,Plantae,Charophyta,Equisetopsida,Asparagales,Hemerocallidaceae,Dianella,Blue Flax-lily,,
https://id.biodiversity.org.au/node/apni/2888625,Solanum chrysotrichum,Schltdl.,species,Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Giant Devil's Fig,,Non-native species | National Weeds Lists | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2889918,Baloskion tetraphyllum,(Labill.) B.G.Briggs & L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Poales,Restionaceae,Baloskion,,,
https://id.biodiversity.org.au/node/apni/2902838,Alocasia brisbanensis,(F.M.Bailey) Domin,species,Plantae,Charophyta,Equisetopsida,Alismatales,Araceae,Alocasia,'ape,,Non-native species
https://id.biodiversity.org.au/node/apni/2903496,Acacia melanoxylon,R.Br.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Black Wattle,,Non-native species | Weeds listing  Queensland Government | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2903789,Cissus hypoglauca,A.Gray,species,Plantae,Charophyta,Equisetopsida,Vitales,Vitaceae,Cissus,Jungle Grape,,
https://id.biodiversity.org.au/node/apni/2904244,Pimelea latifolia,R.Br.,species,Plantae,Charophyta,Equisetopsida,Malvales,Thymelaeaceae,Pimelea,,,
https://id.biodiversity.org.au/node/apni/2904538,Aphananthe philippinensis,Planch.,species,Plantae,Charophyta,Equisetopsida,Rosales,Cannabaceae,Aphananthe,Native Elm,,
https://id.biodiversity.org.au/node/apni/2905083,Megathyrsus maximus,(Jacq.) B.K.Simon & S.W.L.Jacobs,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Megathyrsus,,,Non-native species | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2905966,Synoum glandulosum,(Sm.) A.Juss.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Meliaceae,Synoum,Red Sycamore,,
https://id.biodiversity.org.au/node/apni/2917681,Vigna trilobata,(L.) Verdc.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Vigna,,,Non-native species
https://id.biodiversity.org.au/taxon/apni/51286846,Acacia complanata,A.Cunn. ex Benth.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Long Pod Wattle,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/taxon/apni/51401027,Corybas barbarae,D.L.Jones,species,Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,Helmet Orchid,Queensland : Conservation Status,Non-native species
https://id.biodiversity.org.au/node/apni/2891249,Acalypha nemorum,Müll.Arg.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Acalypha,Southern Acalypha,,
https://id.biodiversity.org.au/node/apni/2892558,Acacia concurrens,Pedley,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Black Wattle,,Non-native species | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2894542,Mitrasacme paludosa,R.Br.,species,Plantae,Charophyta,Equisetopsida,Gentianales,Loganiaceae,Mitrasacme,,,
https://id.biodiversity.org.au/node/apni/2894943,Castanospermum australe,A.Cunn. ex Mudie,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Castanospermum,Bean Tree,,
https://id.biodiversity.org.au/node/apni/2909991,Trema tomentosa,(Roxb.) H.Hara,species,Plantae,Charophyta,Equisetopsida,Rosales,Cannabaceae,Trema,Nettle Tree,,
https://id.biodiversity.org.au/node/apni/2915815,Ficus coronata,Spin,species,Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Sandpaper Fig,Victoria : Conservation Status,
https://id.biodiversity.org.au/name/apni/51358002,Causonis clematidea,(F.Muell.) Jackes,species,Plantae,Charophyta,Equisetopsida,Vitales,Vitaceae,Causonis,,,
https://id.biodiversity.org.au/node/apni/2888864,Paspalum dilatatum,Poir.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Paspalum,Paspalum,,Non-native species
https://id.biodiversity.org.au/node/apni/2889183,Pultenaea myrtoides,A.Cunn. ex Benth.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Pultenaea,,EPBC Act Threatened Species,
https://id.biodiversity.org.au/node/apni/2891241,Homalanthus populifolius,Graham,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Homalanthus,Bleeding Heart Tree,,
https://id.biodiversity.org.au/node/apni/2905978,Adiantum formosum,R.Br.,species,Plantae,Charophyta,Equisetopsida,,Pteridaceae,Adiantum,Maidenhair Ferns,Victoria : Conservation Status | New Zealand Sensitive Species List for Vascular Plants,
